Level of Care,FACILITY NAME,FACILITY TELEPHONE,TOWN,COUNTY,OWNERSHIP TYPE,MEDICARE CERTIFIED,MEDICAID CERTIFIED,Total Licensed Beds,Licensed CCNH Beds,Licensed CCNH Beds Occupied,Licensed RHNS Beds,Licensed RHNS Beds Occupied,CCNH Room Rate: PRIVATE (1 BED),CCNH Room Rate: SEMI-PRIVATE (2 BEDS),CCNH Room Rate: 3 - 4 BEDS,RHNS Room Rate: PRIVATE (1 BED),RHNS Room Rate: SEMI-PRIVATE (2 BEDS),RHNS Room Rate: 3 - 4 BEDS,Total number of patients,<18,18 - 24,25 - 34,35 - 44,45 - 54,55 - 64,65 - 74,75 - 84,85 - 94,95 and older,Unknown age,Male,Female,Unknown gender,Married,Never married,Widowed,Separated,Divorced,Unknown marital status,White,African American,Hispanic or Latino Origin,American Indian or Alaskan Native,Asian or Pacific Islander,Other or Unknown,Medicaid fee-for-service -- CT,Medicaid fee-for-service -- Out of state,Medicaid managed care -- Out of state,Medicaid pending -- CT,Medicaid pending -- Out of state,Medicare fee-for-service (traditional),Medicare managed care,Veterans administration,CCRC -- Life Care,Long-term care insurance --  CT Partnership for Long-Term Care,Long-Term care insurance -- Not CT Partnership,Private insurance (not long-term care),Private pay (no insurance),Unknown Payment Source,Reporting Year,Location 1
CCNH,Wolcott View Manor,(203) 879-8066,Wolcott,NEW_HAVEN,For Profit,1,1,129,129,120,0,0,296,266,,,,,120,0,0,2,1,2,6,13,42,42,12,0,35,85,0,26,10,74,1,9,0,108,6,3,1,2,0,85,0,0,5,0,13,0,0,0,0,0,6,11,0,2013,"50 Beach Road CT 06716- (41.60525806700048, -72.98967742299965)
Wolcott, CT"
CCNH,Wadsworth Glen Health Care and Rehabilitation,(860) 346-9299,Middletown,MIDDLESEX,For Profit,1,1,102,102,99,0,0,457,439,427,,,,99,0,0,0,0,2,3,12,24,39,19,0,20,79,0,16,9,56,0,18,0,86,11,2,0,0,0,71,0,0,1,0,8,6,0,0,0,0,2,6,5,2013,"30 Boston Road CT 06457- (41.55382321200045, -72.67671968799965)
Middletown, CT"
CCNH,"Paradigm Healthcare Center of South Windsor, LLC",(860) 289-7771,South Windsor,HARTFORD,For Profit,1,1,100,100,92,0,0,430.5,388.5,,,,,92,0,0,1,1,8,8,16,24,30,4,0,30,62,0,22,17,35,0,18,0,83,6,3,0,0,0,66,0,0,10,0,7,0,0,0,0,0,0,3,6,2013,"1060 Main Street CT 06074- (41.832388944000456, -72.61692693099963)
South Windsor, CT"
CCNH,St. Mary Home,(860) 570-8200,West Hartford,HARTFORD,Non-profit,1,1,256,256,250,0,0,447,406,,,,,250,0,0,0,0,2,11,25,63,117,32,0,57,193,0,44,100,89,1,16,0,207,24,10,0,2,7,160,0,0,13,0,23,4,0,0,0,0,0,49,1,2013,"2021 Albany Avenue CT 06117- (41.78592318000045, -72.72514232599963)
West Hartford, CT"
CCNH,Fairview Healthcare of Greenwich,(203) 531-8300,Greenwich,FAIRFIELD,For Profit,1,1,75,75,69,0,0,455,435,,,,,69,0,0,0,0,3,8,7,30,17,4,0,33,36,0,12,4,28,11,14,0,52,9,6,0,2,0,51,0,0,2,0,10,1,0,0,0,0,0,5,0,2013,"1188 King Street CT 06831- (41.062747656000454, -73.69497298999966)
Greenwich, CT"
CCNH,"Regency Heights of Stamford, LLC",(203) 351-8300,Stamford,FAIRFIELD,For Profit,1,1,156,156,145,0,0,485,455,,,,,145,0,0,0,0,16,14,36,61,14,4,0,60,85,0,39,42,48,1,15,0,82,47,8,0,6,2,112,0,0,3,0,17,3,2,0,0,0,3,5,0,2013,"53 Courtland Avenue CT 06902- (41.06026692000046, -73.51402242899962)
Stamford, CT"
CCNH,Apple Rehab Middletown,(860) 347-3315,Middletown,MIDDLESEX,For Profit,1,1,70,70,70,0,0,421,395,,,,,70,0,0,0,1,0,4,8,22,30,5,0,22,48,0,18,5,35,0,12,0,67,3,0,0,0,0,36,0,0,10,0,14,5,0,0,0,0,0,5,0,2013,"600 Highland Avenue CT 06457- (41.53383555100049, -72.65488893599962)
Middletown, CT"
CCNH,Bayview Health Care,(860) 444-1175,Waterford,NEW_LONDON,For Profit,1,1,127,127,122,0,0,450,440,,,,,122,0,0,0,2,4,7,11,36,52,10,0,33,89,0,20,20,68,1,13,0,116,2,2,0,1,1,89,0,0,12,0,10,1,0,0,0,0,0,6,4,2013,"301 Rope Ferry Road CT 06385- (41.32727814500049, -72.16647461999963)
Waterford, CT"
CCNH,Apple Rehab Watertown,(860) 274-5428,Watertown,LITCHFIELD,For Profit,1,1,110,110,105,0,0,469,442,,,,,105,0,0,0,0,0,2,9,20,57,17,0,15,90,0,22,8,71,0,4,0,105,0,0,0,0,0,61,0,0,2,0,22,10,0,0,0,0,3,7,0,2013,"35 Bunker Hill Road CT 06795- (41.57713778200048, -73.09908427699963)
Watertown, CT"
CCNH,Bethel Health Care Center,(203) 830-4180,Bethel,FAIRFIELD,For Profit,1,1,161,161,148,0,0,410,370,,,,,148,0,1,1,0,2,12,24,36,60,12,0,41,107,0,50,13,68,1,16,0,135,3,8,0,0,2,48,0,0,8,0,62,21,0,0,0,0,2,3,4,2013,"13 Parklawn Drive CT 06801- (41.42528432300048, -73.39728213499967)
Bethel, CT"
CCNH,Hamden Health Care Center,(203) 281-7555,Hamden,NEW_HAVEN,For Profit,1,1,153,153,139,0,0,417,393,,,,,139,0,0,0,1,0,4,6,28,74,26,0,39,100,0,34,15,82,0,8,0,111,24,4,0,0,0,99,0,0,5,0,14,6,3,0,0,0,1,11,0,2013,"1270 Sherman Lane CT 06514- (41.3914636990005, -72.92112011199964)
Hamden, CT"
CCNH,Cobalt Lodge Health Care and Rehabilitation Center,(860) 267-9034,Cobalt,MIDDLESEX,For Profit,1,1,60,60,51,0,0,330,300,,,,,51,0,0,0,0,1,4,9,6,21,10,0,14,37,0,8,9,27,0,7,0,51,0,0,0,0,0,35,0,0,1,0,3,0,0,0,0,0,0,9,3,2013,"29 Middle Haddam Road, Post Office Box 246 CT 06414- (41.56238665800049, -72.55555784399962)
Cobalt, CT"
CCNH,Caleb Hitchcock Health Center,(860) 726-2400,Bloomfield,HARTFORD,Non-profit,1,0,60,60,55,0,0,440,,,,,,55,0,0,0,1,0,0,2,12,32,8,0,17,38,0,16,6,33,0,0,0,53,2,0,0,0,0,0,0,0,0,0,9,1,0,30,0,0,0,15,0,2013,"10 Loeffler Road CT 06002- (41.83011410100045, -72.75883545599964)
Bloomfield, CT"
CCNH,Bickford Health Care Center,(860) 623-4351,Windsor Locks,HARTFORD,Non-profit,1,1,48,48,45,0,0,348,338,,,,,45,0,0,0,0,0,0,6,12,20,7,0,12,33,0,9,7,28,0,1,0,43,2,0,0,0,0,26,0,0,5,0,6,0,0,0,0,0,0,7,1,2013,"14 Main Street CT 06096- (41.93669349400045, -72.62991775599966)
Windsor Locks, CT"
CCNH,Edgehill Health Center,(203) 323-2323,Stamford,FAIRFIELD,Non-profit,1,0,60,60,52,0,0,550,515,,,,,52,0,0,0,0,0,0,3,10,20,19,0,11,41,0,16,2,33,0,1,0,51,0,0,0,1,0,0,0,0,0,0,33,1,0,11,0,0,0,7,0,2013,"122 Palmers Hill Road CT 06902- (41.05943369400046, -73.56651200499965)
Stamford, CT"
CCNH,Seabury Health Center,(860) 243-6027,Bloomfield,HARTFORD,Non-profit,1,1,60,60,58,0,0,418,418,,,,,58,0,0,0,0,0,0,1,10,36,11,0,10,48,0,14,7,32,0,5,0,54,4,0,0,0,0,16,0,0,1,0,4,0,0,21,0,0,0,16,0,2013,"200 Seabury Drive CT 06002- (41.83370089800047, -72.70644550999964)
Bloomfield, CT"
CCNH,Smith House Health Care Center,(203) 322-3428,Stamford,FAIRFIELD,Non-profit,1,1,128,128,123,0,0,450,400,,,,,123,0,2,1,4,9,9,16,36,36,10,0,45,78,0,31,39,33,2,18,0,103,13,7,0,0,0,93,0,0,3,0,6,4,0,0,0,0,0,13,4,2013,"88 Rockrimmon Road CT 06903- (41.13981962000048, -73.56131393199968)
Stamford, CT"
CCNH,Bridgeport Health Care Center,(203) 384-6400,Bridgeport,FAIRFIELD,For Profit,1,1,240,240,215,0,0,305,295,275,,,,215,0,2,1,6,17,37,56,52,40,4,0,101,114,0,23,81,54,0,57,0,90,76,48,0,1,0,190,0,0,9,0,5,2,0,0,0,0,0,4,5,2013,"600 Bond Street CT 06610- (41.19976589100048, -73.16732030999964)
Bridgeport, CT"
CCNH,Village Green of Waterbury Rehabilitation and Health Center,(203) 757-9271,Waterbury,NEW_HAVEN,For Profit,1,1,180,180,132,0,0,389.34,349.17,316.21,,,,132,0,2,1,7,13,32,27,22,26,2,0,67,65,0,31,44,36,1,20,0,94,16,22,0,0,0,99,1,0,2,0,21,2,2,0,0,0,2,1,2,2013,"128 Cedar Avenue CT 06705- (41.5493530920005, -72.99804063099964)
Waterbury, CT"
CCNH,Apple Rehab Saybrook,(860) 399-6216,Old Saybrook,MIDDLESEX,For Profit,1,1,120,120,90,0,0,395,379,,,,,90,0,0,0,0,1,9,16,18,38,8,0,27,63,0,18,15,44,1,12,0,89,0,1,0,0,0,57,0,0,5,0,11,7,0,0,0,0,0,8,2,2013,"1775 Boston Post Road CT 06475- (41.284710429000484, -72.42019935799965)
Old Saybrook, CT"
CCNH,Lord Chamberlain Nursing & Rehabilitation Center,(203) 375-5894,Stratford,FAIRFIELD,For Profit,1,1,190,190,169,0,0,452,399,,,,,169,0,0,0,0,0,1,6,39,91,32,0,33,136,0,23,19,117,0,10,0,151,12,6,0,0,0,104,0,0,6,0,11,15,0,0,0,0,0,29,4,2013,"7003 Main Street CT 06497- (41.18439725000047, -73.13359999599965)
Stratford, CT"
CCNH,Abbott Terrace Health Center,(203) 755-4870,Waterbury,NEW_HAVEN,For Profit,1,1,205,205,196,0,0,457,437,,,,,196,0,0,1,3,3,18,38,61,54,18,0,59,137,0,37,43,84,1,31,0,117,52,22,0,2,3,154,0,0,7,0,20,5,0,0,0,0,2,8,0,2013,"44 Abbott Terrace CT 06702- (41.55652011800049, -73.03757558699965)
Waterbury, CT"
CCNH,Sheriden Woods Health Care Center,(860) 583-1827,Bristol,HARTFORD,For Profit,1,1,146,146,136,0,0,446,432,427,,,,136,0,0,0,1,1,6,18,41,56,13,0,44,92,0,39,14,66,1,16,0,134,1,1,0,0,0,93,0,0,14,0,18,4,0,0,0,0,0,7,0,2013,"321 Stonecrest Drive CT 06010- (41.68171099200049, -72.91924328699963)
Bristol, CT"
CCNH,Kimberly Hall South,(860) 640-6300,Windsor,HARTFORD,For Profit,1,1,180,180,98,0,0,358,340,313,,,,98,0,0,0,0,3,19,21,28,21,6,0,37,61,0,18,25,35,1,19,0,67,30,1,0,0,0,55,0,0,5,0,14,4,0,0,0,0,Total Licensed Beds,10,2,2015,"One Emerson Drive
Windsor, CT"
CCNH,Highlands Health Care Center,(203) 272-7285,Cheshire,NEW_HAVEN,For Profit,1,1,120,120,105,0,0,455,400,,,,,105,0,0,1,1,5,16,12,22,35,13,0,38,67,0,19,29,50,0,7,0,96,3,6,0,0,0,84,0,0,8,0,5,7,0,0,0,0,0,1,0,2013,"745 Highland Avenue CT 06410- (41.5179577400005, -72.89779562399963)
Cheshire, CT"
CCNH,Milford Health and Rehabilitlation Center,(203) 878-5958,Milford,NEW_HAVEN,For Profit,1,1,120,120,108,0,0,500,435,,,,,108,0,0,0,0,2,1,9,37,49,10,0,28,80,0,12,13,76,0,7,0,103,1,1,0,3,0,59,0,0,7,0,19,5,0,0,0,0,1,17,0,2013,"195 Platt Street CT 06460- (41.211977369000465, -73.01937172599963)
Milford, CT"
CCNH,Avalon Health Care Center at StoneRidge,(860) 572-5623,Mystic,NEW_LONDON,For Profit,1,0,40,40,37,0,0,430,395,,,,,37,0,0,0,0,0,1,1,6,26,3,0,13,24,0,14,4,19,0,0,0,37,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,8,1,17,0,2013,"186 Jerry Browne Road CT 06340- (41.352827043000445, -72.05299712799967)
Mystic, CT"
CCNH,Apple Rehab Farmington Valley,(860) 747-1637,Plainville,HARTFORD,For Profit,1,1,150,150,121,0,0,430,405,,,,,121,0,0,1,2,4,4,15,32,49,14,0,32,89,0,24,22,58,0,17,0,110,2,1,0,0,8,65,0,0,7,0,24,17,0,0,0,0,0,7,1,2013,"269 Farmington Avenue CT 06062- (41.685772372000486, -72.85296869599966)
Plainville, CT"
CCNH,Advanced Nursing and Rehabilitation Center of New Haven,(203) 789-1650,New Haven,NEW_HAVEN,For Profit,1,1,226,226,188,0,0,355,320,,,,,188,0,0,1,11,8,40,58,42,26,2,0,69,119,0,16,91,48,0,33,0,76,90,21,0,1,0,164,0,0,6,0,13,0,0,0,0,0,0,2,3,2013,"169 Davenport Avenue CT 06519- (41.30225704700047, -72.93907639199966)
New Haven, CT"
CCNH,"Lourdes Health Care Center, Inc.",(203) 762-4135,Wilton,FAIRFIELD,Non-profit,1,1,40,40,35,0,0,400,,,,,,35,0,0,0,0,0,0,4,12,17,2,0,0,35,0,0,35,0,0,0,0,35,0,0,0,0,0,30,0,0,1,0,4,0,0,0,0,0,0,0,0,2013,"345 Belden Hill Road CT 06897- (41.17305789900047, -73.43869283999965)
Wilton, CT"
CCNH,"Westview Nursing Care & Rehabilitation Center, Inc.",(860) 774-8574,Dayville,WINDHAM,For Profit,1,1,103,103,101,0,0,338,328,,,,,101,0,0,0,0,2,3,11,22,47,16,0,27,74,0,32,7,59,0,3,0,100,0,0,0,1,0,45,0,0,1,0,28,2,0,0,0,0,1,24,0,2013,"150 Ware Road CT 06241- (41.8806591820005, -71.87273378699967)
Dayville, CT"
CCNH,River Glen Health Care Center,(203) 264-9600,Southbury,NEW_HAVEN,For Profit,1,1,120,120,119,0,0,455,400,,,,,119,0,0,0,0,0,2,7,24,73,13,0,30,89,0,35,11,61,0,12,0,118,1,0,0,0,0,50,0,0,4,0,30,5,0,0,0,0,0,30,0,2013,"162 South Britain Road CT 06488- (41.461377246000495, -73.23917409099965)
Southbury, CT"
CCNH,Ingraham Manor,(860) 584-3400,Bristol,HARTFORD,Non-profit,1,1,128,128,119,0,0,433,419,415,,,,119,0,0,0,2,1,5,11,32,59,9,0,36,83,0,20,12,76,0,11,0,112,2,5,0,0,0,73,0,0,0,0,16,6,0,0,0,0,0,24,0,2013,"400 North Main Street CT 06010- (41.68028728700045, -72.94715328399963)
Bristol, CT"
CCNH,"Colonial Health and Rehab Center of Plainfield, LLC",(860) 564-4081,Plainfield,WINDHAM,For Profit,1,1,90,90,81,0,0,350,325,,,,,81,0,0,0,1,0,5,10,21,31,13,0,17,64,0,17,13,45,0,6,0,80,1,0,0,0,0,64,0,0,2,0,8,2,0,0,0,0,0,4,1,2013,"16 Windsor Avenue CT 06374- (41.68038503000048, -71.91804762399966)
Plainfield, CT"
CCNH,Amberwoods of Farmington,(860) 677-1671,Farmington,HARTFORD,For Profit,1,1,130,130,98,0,0,423.55,372.91,,,,,98,0,0,1,2,4,17,15,27,28,4,0,40,58,0,24,18,35,2,19,0,79,8,9,0,2,0,61,0,0,5,0,9,0,10,0,0,0,1,10,2,2013,"416 Colt Highway CT 06032- (41.71466593700046, -72.80291109199965)
Farmington, CT"
CCNH,Ludlowe Center for Health and Rehabilitation,(203) 372-4501,Fairfield,FAIRFIELD,For Profit,1,1,144,144,130,0,0,485,460,,,,,130,0,0,0,0,2,9,20,35,53,11,0,34,96,0,33,26,58,0,13,0,94,26,9,0,1,0,71,0,0,18,0,23,10,0,0,0,0,2,5,1,2013,"118 Jefferson Street CT 06430- (41.57350483500045, -72.73830307099962)
Fairfield, CT"
CCNH,"Montowese Health & Rehabilitation Center, Inc.",(203) 624-3303,North Haven,NEW_HAVEN,Non-profit,1,1,120,120,112,0,0,490,440,,,,,112,1,0,3,2,10,15,31,27,22,1,0,46,66,0,33,31,35,1,12,0,81,25,5,0,1,0,15,0,0,2,0,58,21,0,0,0,0,15,1,0,2013,"163 Quinnipiac Avenue CT 06473- (41.346796647000474, -72.86355902599962)
North Haven, CT"
CCNH,"Twin Maples Home, Inc.",(860) 349-1041,Durham,MIDDLESEX,For Profit,1,1,44,44,41,0,0,,275,,,,,41,0,0,0,0,6,6,7,11,11,0,0,8,33,0,1,16,10,0,14,0,38,2,1,0,0,0,38,0,0,1,0,1,0,0,0,0,0,0,1,0,2013,"809 R New Haven Road, P.O. Box 423 CT 06422- (41.46624906700049, -72.67904724499965)
Durham, CT"
CCNH,Blair Manor,(860) 749-8388,Enfield,HARTFORD,For Profit,1,1,98,98,86,0,0,,358,333,,,,86,0,0,0,0,0,6,9,34,31,6,0,22,64,0,19,10,48,0,9,0,84,1,1,0,0,0,54,0,0,13,0,4,4,0,0,0,0,1,9,1,2013,"612 Hazard Avenue CT 06082- (41.98513311700049, -72.50683331799962)
Enfield, CT"
CCNH,Aurora Senior Living of New Britain,(860) 224-3111,New Britain,HARTFORD,For Profit,1,1,282,282,275,0,0,370,345,,,,,275,0,0,2,1,8,27,38,77,106,16,0,95,180,0,59,59,105,0,52,0,201,40,31,0,3,0,172,0,0,15,0,29,13,10,0,0,0,0,31,5,2013,"400 Brittany Farms Road CT 06053- (41.71274637100049, -72.76871701399966)
New Britain, CT"
CCNH/RHNS,Meadowbrook of Granby,(860) 653-9888,Granby,HARTFORD,For Profit,1,1,90,80,77,10,8,443,428,,430,416,,85,0,0,0,0,0,6,3,24,41,11,0,24,61,0,20,5,52,0,8,0,78,5,2,0,0,0,54,0,0,8,0,10,3,0,0,0,0,1,9,0,2013,"350 Salmon Brook Street CT 06035- (41.964757318000466, -72.79122107799964)
Granby, CT"
CCNH,Masonicare at Newtown,(203) 426-5847,Newtown,FAIRFIELD,Non-profit,1,1,154,154,142,0,0,440,387,,,,,142,0,0,0,0,1,4,18,34,71,14,0,42,100,0,47,12,73,0,10,0,135,3,0,0,1,3,89,0,0,0,0,17,4,0,0,0,5,0,27,0,2013,"139 Toddy Hill Road CT 06470- (41.39366575000048, -73.31441739999963)
Newtown, CT"
CCNH/RHNS,Avery Nursing Home/ Noble Building,(860) 527-9126,Hartford,HARTFORD,Non-profit,1,1,199,130,114,69,57,445,435,,350,315,,171,0,0,0,0,0,5,11,38,84,33,0,31,140,0,21,30,102,0,18,0,155,5,10,0,1,0,102,0,0,9,0,27,1,0,0,0,0,1,31,0,2013,"705 New Britain Avenue CT 06106- (41.73333303800047, -72.70518595699963)
Hartford, CT"
CCNH,Aurora Senior Living of Bucks Hill,(203) 757-0731,Waterbury,NEW_HAVEN,For Profit,1,1,90,90,89,0,0,380,350,,,,,89,0,0,0,0,3,12,9,16,42,7,0,26,63,0,10,7,56,5,11,0,77,8,4,0,0,0,68,0,0,5,0,7,2,0,0,0,0,0,6,1,2013,"2817 North Main Street CT 06704- (41.593102229000465, -73.02685242099966)
Waterbury, CT"
CCNH/RHNS,Silver Springs Care Center,(203) 237-8457,Meriden,NEW_HAVEN,For Profit,1,1,159,157,151,2,2,,434,408,,434,408,153,0,0,2,4,17,55,46,23,6,0,0,86,67,0,12,102,8,3,28,0,111,30,11,0,1,0,132,0,0,2,0,6,0,13,0,0,0,0,0,0,2013,"33 Roy Street CT 06450- (41.52523324700047, -72.80472697299967)
Meriden, CT"
CCNH/RHNS,"Connecticut Baptist Homes, Inc.",(203) 237-1206,Meriden,NEW_HAVEN,Non-profit,1,1,60,30,30,30,30,386,348,,336,305,,60,0,0,0,0,0,0,0,13,33,14,0,13,47,0,5,6,48,0,1,0,60,0,0,0,0,0,46,0,0,0,0,4,0,0,0,0,0,1,9,0,2013,"292 Thorpe Avenue CT 06450- (41.51577818800047, -72.75511302599966)
Meriden, CT"
CCNH,Vernon Manor Health Care Center,(860) 871-0385,Vernon,TOLLAND,For Profit,1,1,120,120,111,0,0,384,355,,,,,111,0,0,0,0,0,4,9,32,51,15,0,19,92,0,13,9,74,0,15,0,109,1,0,0,1,0,76,0,0,2,0,9,0,0,1,3,0,0,16,4,2013,"180 Regan Road CT 06066- (41.851904127000466, -72.47834651099964)
Vernon, CT"
CCNH,The Watermark at 3030,(203) 374-5611,Bridgeport,FAIRFIELD,For Profit,1,0,22,22,21,0,0,510,,,,,,21,0,0,0,0,0,0,0,8,11,2,0,4,17,0,7,2,11,0,1,0,21,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,5,0,2013,"3030 Park Avenue CT 06604- (41.19816178400049, -73.21939398899963)
Bridgeport, CT"
CCNH,Lutheran Home of Southbury,(203) 264-9135,Southbury,NEW_HAVEN,Non-profit,1,1,120,120,115,0,0,410,380,350,,,,115,0,0,0,0,1,2,5,24,66,17,0,18,97,0,20,10,77,0,8,0,113,1,1,0,0,0,91,0,0,4,0,2,1,0,0,0,0,0,14,3,2013,"990 Main Street North CT 06488- (41.50403126100048, -73.21094433899964)
Southbury, CT"
CCNH,St. Joseph's Center,(203) 268-6204,Trumbull,FAIRFIELD,For Profit,1,1,274,274,261,0,0,506,456,,,,,261,0,0,1,1,1,16,34,61,116,31,0,78,183,0,37,63,127,1,25,8,226,20,10,0,2,3,185,0,0,18,0,17,11,0,0,0,0,0,19,11,2013,"6448 Main Street CT 06611- (41.2751656210005, -73.22692452099966)
Trumbull, CT"
CCNH,"Regency Heights of Windham, LLC",(860) 450-7060,Willimantic,WINDHAM,For Profit,1,1,124,124,90,0,0,,370,330,,,,90,0,0,0,3,8,16,26,23,9,5,0,39,51,0,17,21,21,0,31,0,75,2,12,0,1,0,65,0,0,3,0,13,4,0,0,0,0,0,5,0,2013,"595 Valley Street CT 06226- (41.71683254800047, -72.22889615799966)
Willimantic, CT"
CCNH,Golden Hill Health Care Center,(203) 877-0371,Milford,NEW_HAVEN,For Profit,1,1,120,120,89,0,0,465,410,370,,,,89,0,0,0,0,0,9,15,22,33,10,0,30,59,0,21,16,40,0,12,0,75,11,3,0,0,0,62,0,0,6,0,8,4,5,0,0,0,0,4,0,2013,"2028 Bridgeport Avenue CT 06460- (41.217140076000476, -73.06687186599964)
Milford, CT"
CCNH,"Rose Haven, Ltd.",(860) 567-9475,Litchfield,LITCHFIELD,For Profit,1,1,25,25,23,0,0,428.5,415.5,374.5,,,,23,0,0,0,0,0,2,3,9,8,1,0,11,12,0,9,2,9,0,3,0,20,0,0,0,0,3,5,0,0,4,8,3,0,0,0,0,0,0,3,0,2013,"P.O. Box 157 CT 06759- (41.75974593800049, -73.15748981299964)
Litchfield, CT"
CCNH,Bishop Wicke Health Center,(203) 929-5321,Shelton,FAIRFIELD,Non-profit,1,1,120,120,100,0,0,440,415,,,,,100,0,0,0,0,1,1,7,19,62,10,0,17,83,0,16,3,72,1,8,0,98,0,2,0,0,0,60,0,0,6,0,23,7,0,0,0,0,0,4,0,2013,"584 Long Hill Avenue CT 06484- (41.28274936700046, -73.09831455299962)
Shelton, CT"
CCNH,West Hartford Health and Rehabilitation Center,(860) 521-8700,West Hartford,HARTFORD,For Profit,1,1,160,160,153,0,0,450,393,,,,,153,0,0,0,0,4,16,29,45,52,7,0,51,102,0,37,32,57,4,23,0,91,39,18,0,3,2,111,0,0,4,0,18,5,0,0,0,0,3,9,3,2013,"130 Loomis Drive CT 06107- (41.7670257580005, -72.74010816199967)
West Hartford, CT"
CCNH,St. Joseph's Residence,(860) 741-0791,Enfield,HARTFORD,Non-profit,1,1,25,25,25,0,0,240,,,,,,25,0,0,0,0,0,0,0,4,9,12,0,2,23,0,1,3,21,0,0,0,25,0,0,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,2013,"1365 Enfield Street CT 06082- (41.9721794190005, -72.59246692699963)
Enfield, CT"
CCNH,Cherry Brook Health Care Center,(860) 693-7777,Collinsville,HARTFORD,Non-profit,1,1,100,100,98,0,0,441,429,,,,,98,0,0,0,0,3,5,9,23,48,10,0,27,71,0,15,5,75,0,3,0,95,1,2,0,0,0,66,0,0,5,0,8,1,0,0,0,0,3,15,0,2013,"102 Dyer Avenue CT 06022- (41.81137719800046, -72.92304971899966)
Collinsville, CT"
CCNH,Regency Heights of Norwich,(860) 889-2631,Norwich,NEW_LONDON,For Profit,1,1,114,114,89,0,0,375,345,325,,,,89,0,0,1,2,6,14,28,19,16,3,0,36,53,0,16,25,31,1,16,0,81,4,3,0,1,0,71,0,0,6,0,7,0,0,0,0,0,0,2,3,2013,"60 Crouch Avenue CT 06360- (41.505491203000474, -72.07280678399962)
Norwich, CT"
CCNH,Lord Chamberlain Manor,(203) 375-5894,Stratford,FAIRFIELD,For Profit,1,0,60,60,46,0,0,450,408,,,,,46,0,0,0,0,6,3,7,15,13,2,0,19,27,0,16,7,16,1,6,0,38,3,2,0,0,3,0,0,0,0,0,18,15,0,0,0,0,11,2,0,2013,"7003 Main Street CT 06614- (41.24775496300049, -73.10171781299965)
Stratford, CT"
CCNH,Summit at Plantsville,(860) 628-0364,Plantsville,HARTFORD,For Profit,1,1,150,150,148,0,0,430,408,,,,,148,0,0,0,0,4,11,13,30,72,18,0,40,108,0,33,15,78,0,22,0,144,4,0,0,0,0,111,0,0,4,0,17,6,3,0,0,0,1,6,0,2013,"261 Summit Street CT 06479- (41.59191694800046, -72.89298369399967)
Plantsville, CT"
CCNH,Pomperaug Woods Health Center,(203) 262-6555,Southbury,NEW_HAVEN,Non-profit,1,0,37,37,37,0,0,457,401,,,,,37,0,0,0,0,0,0,0,1,25,11,0,7,30,0,2,1,32,0,2,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,31,0,0,0,2,0,2013,"80 Heritage Road CT 06488- (41.482187455000485, -73.21736370099967)
Southbury, CT"
CCNH,The Nathaniel Witherell,(203) 618-4200,Greenwich,FAIRFIELD,Non-profit,1,1,202,202,185,0,0,455,433,386,,,,185,0,0,0,0,5,7,13,59,73,28,0,32,153,0,27,38,99,0,21,0,169,9,6,0,1,0,114,0,0,0,0,20,4,0,0,0,0,0,47,0,2013,"70 Parsonage Road CT 06830- (41.05900851700045, -73.62419267399963)
Greenwich, CT"
CCNH,Countryside Manor of Bristol,(860) 583-8483,Bristol,HARTFORD,For Profit,1,1,90,90,84,0,0,422,401,,,,,84,0,0,0,0,2,1,12,24,33,12,0,21,63,0,25,10,41,0,8,0,83,0,1,0,0,0,55,0,0,7,0,7,1,0,0,0,0,0,14,0,2013,"1660 Stafford Avenue CT 06010- (41.72093576700047, -72.91477131899967)
Bristol, CT"
CCNH,Westport Health Care Center,(203) 226-4201,Westport,FAIRFIELD,For Profit,1,1,120,120,106,0,0,485,435,,,,,106,0,0,0,4,4,16,24,27,25,6,0,38,68,0,12,35,50,1,8,0,74,24,8,0,0,0,86,0,0,2,0,12,5,0,0,0,0,0,1,0,2013,"1 Burr Road CT 06880- (41.13689699100047, -73.36698979899967)
Westport, CT"
CCNH,Glendale Center,(203) 723-1456,Naugatuck,NEW_HAVEN,For Profit,1,1,120,120,118,0,0,423,383,,,,,118,0,0,0,0,4,9,14,33,48,10,0,36,82,0,31,13,59,0,15,0,109,3,0,0,0,6,58,0,0,3,0,35,8,0,0,0,0,7,5,2,2013,"4 Hazel Avenue CT 06770- (41.4687679810005, -73.03607981199963)
Naugatuck, CT"
CCNH,Waveny Care Center,(203) 594-5200,New Canaan,FAIRFIELD,Non-profit,1,1,76,76,74,0,0,526,484,,,,,74,0,0,0,0,1,2,5,18,38,10,0,22,52,0,24,5,38,0,7,0,71,1,0,0,1,1,35,0,0,4,0,11,0,0,0,0,0,1,23,0,2013,"3 Farm Road CT 06840- (41.12835717100046, -73.49389524199967)
New Canaan, CT"
