GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,NAME_M,AHZAM001,AHZAM002,AHZAM003,AHZAM004,AHZAM005,AHZAM006,AHZAM007,AHZAM008,AHZAM009,AHZAM010,AHZAM011,AHZAM012,AHZAM013,AHZAM014,AHZAM015,AHZAM016,AHZAM017,AHZAM018,AHZAM019,AHZAM020,AHZAM021
"G09000305107004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5107, Hartford County, Connecticut",2116,1224,578,573,0,0,0,0,73,0,73,892,314,27,50,0,0,442,59,26,33,"Block Group 4, Census Tract 5107, Hartford County, Connecticut",364,295,163,234,12,12,12,12,67,12,67,316,180,42,82,12,12,257,64,43,46
"G09000305108001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5108, Hartford County, Connecticut",1507,1238,846,328,0,54,0,0,10,0,10,269,75,6,0,0,0,188,0,0,0,"Block Group 1, Census Tract 5108, Hartford County, Connecticut",270,235,208,224,12,90,12,12,20,12,20,166,51,9,12,12,12,159,12,12,12
"G09000305108002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5108, Hartford County, Connecticut",980,784,211,519,0,0,0,0,54,0,54,196,147,49,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5108, Hartford County, Connecticut",346,393,70,382,12,12,12,12,90,12,90,138,108,77,12,12,12,12,12,12,12
"G09000305108003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5108, Hartford County, Connecticut",583,330,302,10,0,0,0,0,18,8,10,253,78,0,0,0,0,175,0,0,0,"Block Group 3, Census Tract 5108, Hartford County, Connecticut",166,89,95,16,12,12,12,12,22,13,16,155,74,12,12,12,12,144,12,12,12
"G09000305109001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5109, Hartford County, Connecticut",678,563,535,28,0,0,0,0,0,0,0,115,17,0,0,0,0,98,0,0,0,"Block Group 1, Census Tract 5109, Hartford County, Connecticut",207,144,147,57,12,12,12,12,12,12,12,139,27,12,12,12,12,137,12,12,12
"G09000305109002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5109, Hartford County, Connecticut",879,780,584,154,0,38,0,0,4,0,4,99,71,0,0,0,0,9,19,19,0,"Block Group 2, Census Tract 5109, Hartford County, Connecticut",162,146,147,64,12,35,12,12,8,12,8,81,67,12,12,12,12,16,31,31,12
"G09000305109003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5109, Hartford County, Connecticut",615,515,480,28,7,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 5109, Hartford County, Connecticut",186,165,168,46,11,12,12,12,12,12,12,100,100,12,12,12,12,12,12,12,12
"G09000305109004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"510900","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5109, Hartford County, Connecticut",1209,789,593,196,0,0,0,0,0,0,0,420,68,45,26,0,0,155,126,126,0,"Block Group 4, Census Tract 5109, Hartford County, Connecticut",326,207,191,141,12,12,12,12,12,12,12,253,59,73,39,12,12,177,165,165,12
"G09000305110001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5110, Hartford County, Connecticut",1094,911,580,322,0,9,0,0,0,0,0,183,87,0,0,0,0,96,0,0,0,"Block Group 1, Census Tract 5110, Hartford County, Connecticut",243,235,156,210,12,14,12,12,12,12,12,115,90,12,12,12,12,97,12,12,12
"G09000305110002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5110, Hartford County, Connecticut",1344,1072,719,211,0,13,0,30,99,0,99,272,213,30,0,0,0,29,0,0,0,"Block Group 2, Census Tract 5110, Hartford County, Connecticut",305,281,144,213,12,20,12,47,123,12,123,120,108,46,12,12,12,43,12,12,12
"G09000305110003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5110, Hartford County, Connecticut",1244,776,701,0,0,75,0,0,0,0,0,468,98,0,0,0,0,333,37,37,0,"Block Group 3, Census Tract 5110, Hartford County, Connecticut",317,180,164,12,12,109,12,12,12,12,12,334,69,12,12,12,12,359,57,57,12
"G09000305111001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5111, Hartford County, Connecticut",690,466,230,95,0,141,0,0,0,0,0,224,132,0,0,0,0,92,0,0,0,"Block Group 1, Census Tract 5111, Hartford County, Connecticut",238,192,90,127,12,179,12,12,12,12,12,173,144,12,12,12,12,134,12,12,12
"G09000305111002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5111, Hartford County, Connecticut",1818,1479,1028,159,0,129,0,29,134,0,134,339,212,0,0,0,0,107,20,20,0,"Block Group 2, Census Tract 5111, Hartford County, Connecticut",303,244,218,120,12,130,12,35,161,12,161,181,144,12,12,12,12,108,33,33,12
"G09000305111003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5111, Hartford County, Connecticut",725,659,460,73,0,80,0,0,46,0,46,66,66,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 5111, Hartford County, Connecticut",218,216,141,130,12,89,12,12,73,12,73,67,67,12,12,12,12,12,12,12,12
"G09000305112001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5112, Hartford County, Connecticut",916,594,287,144,0,163,0,0,0,0,0,322,117,9,11,0,0,185,0,0,0,"Block Group 1, Census Tract 5112, Hartford County, Connecticut",307,219,115,154,12,174,12,12,12,12,12,248,165,14,18,12,12,184,12,12,12
"G09000305112002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5112, Hartford County, Connecticut",1321,928,170,717,0,0,0,0,41,0,41,393,80,0,89,0,0,224,0,0,0,"Block Group 2, Census Tract 5112, Hartford County, Connecticut",369,290,132,259,12,12,12,12,58,12,58,176,114,12,151,12,12,151,12,12,12
"G09000305112003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5112, Hartford County, Connecticut",1401,696,302,285,0,80,0,0,29,0,29,705,551,0,0,0,0,154,0,0,0,"Block Group 3, Census Tract 5112, Hartford County, Connecticut",334,228,120,161,12,117,12,12,45,12,45,260,283,12,12,12,12,139,12,12,12
"G09000305113001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5113, Hartford County, Connecticut",1548,1259,287,738,0,234,0,0,0,0,0,289,249,11,0,0,0,7,22,22,0,"Block Group 1, Census Tract 5113, Hartford County, Connecticut",515,362,160,325,12,192,12,12,12,12,12,257,263,16,12,12,12,13,36,36,12
"G09000305113002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5113, Hartford County, Connecticut",1075,576,316,182,10,1,0,0,67,0,67,499,305,99,0,0,0,94,1,1,0,"Block Group 2, Census Tract 5113, Hartford County, Connecticut",448,261,188,123,16,2,12,12,72,12,72,353,300,86,12,12,12,75,2,2,12
"G09000305113003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5113, Hartford County, Connecticut",1152,618,359,228,0,0,0,0,31,0,31,534,154,209,0,0,0,171,0,0,0,"Block Group 3, Census Tract 5113, Hartford County, Connecticut",408,268,155,223,12,12,12,12,44,12,44,273,143,164,12,12,12,133,12,12,12
"G09000305114001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5114, Hartford County, Connecticut",980,813,615,164,0,33,0,1,0,0,0,167,79,62,0,0,0,26,0,0,0,"Block Group 1, Census Tract 5114, Hartford County, Connecticut",231,198,167,115,12,31,12,8,12,12,12,92,69,50,12,12,12,29,12,12,12
"G09000305114002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"511400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5114, Hartford County, Connecticut",1532,1269,700,454,0,93,0,0,22,0,22,263,189,0,0,0,0,74,0,0,0,"Block Group 2, Census Tract 5114, Hartford County, Connecticut",297,303,114,239,12,100,12,12,22,12,22,100,106,12,12,12,12,59,12,12,12
"G09000305141011","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514101","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5141.01, Hartford County, Connecticut",2463,2328,1992,43,0,218,0,0,75,8,67,135,113,0,13,0,0,0,9,0,9,"Block Group 1, Census Tract 5141.01, Hartford County, Connecticut",214,255,304,41,12,162,12,12,51,13,52,101,92,12,31,12,12,12,14,12,14
"G09000305141012","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514101","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5141.01, Hartford County, Connecticut",1106,1096,1002,2,0,92,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,"Block Group 2, Census Tract 5141.01, Hartford County, Connecticut",171,176,169,6,12,81,12,12,12,12,12,16,12,12,12,12,12,16,12,12,12
"G09000305141021","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514102","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5141.02, Hartford County, Connecticut",1340,1339,578,521,0,206,0,0,34,0,34,1,0,0,0,0,0,1,0,0,0,"Block Group 1, Census Tract 5141.02, Hartford County, Connecticut",528,527,197,541,12,181,12,12,42,12,42,2,12,12,12,12,12,2,12,12,12
"G09000305141022","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514102","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5141.02, Hartford County, Connecticut",1888,1572,371,0,0,1018,0,120,63,0,63,316,299,0,0,0,0,17,0,0,0,"Block Group 2, Census Tract 5141.02, Hartford County, Connecticut",615,419,232,12,12,356,12,177,98,12,98,483,484,12,12,12,12,27,12,12,12
"G09000305141023","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514102","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5141.02, Hartford County, Connecticut",2749,2527,789,78,0,1601,0,0,59,0,59,222,158,0,0,0,0,1,63,0,63,"Block Group 3, Census Tract 5141.02, Hartford County, Connecticut",529,537,297,80,12,477,12,12,57,12,57,190,132,12,12,12,12,2,100,12,100
"G09000305141024","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514102","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5141.02, Hartford County, Connecticut",1760,1337,474,411,0,452,0,0,0,0,0,423,102,0,0,0,0,154,167,167,0,"Block Group 4, Census Tract 5141.02, Hartford County, Connecticut",491,473,149,327,12,332,12,12,12,12,12,288,127,12,12,12,12,191,250,250,12
"G09000305142001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5142, Hartford County, Connecticut",1006,746,581,120,0,38,0,0,7,0,7,260,112,37,0,0,0,36,75,35,40,"Block Group 1, Census Tract 5142, Hartford County, Connecticut",288,228,189,97,12,48,12,12,11,12,11,142,103,55,12,12,12,55,85,43,43
"G09000305142002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5142, Hartford County, Connecticut",860,706,621,40,0,39,0,0,6,0,6,154,148,0,0,0,0,6,0,0,0,"Block Group 2, Census Tract 5142, Hartford County, Connecticut",188,171,169,52,12,34,12,12,10,12,10,124,123,12,12,12,12,10,12,12,12
"G09000305142003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5142, Hartford County, Connecticut",1239,1132,786,263,10,0,0,0,73,0,73,107,47,0,0,0,0,0,60,8,52,"Block Group 3, Census Tract 5142, Hartford County, Connecticut",238,211,166,154,22,12,12,12,99,12,99,72,34,12,12,12,12,12,52,16,51
"G09000305143001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5143, Hartford County, Connecticut",914,612,419,113,0,72,0,0,8,0,8,302,0,0,0,0,0,302,0,0,0,"Block Group 1, Census Tract 5143, Hartford County, Connecticut",341,202,140,111,12,88,12,12,14,12,14,271,12,12,12,12,12,271,12,12,12
"G09000305143002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5143, Hartford County, Connecticut",844,823,605,205,0,12,0,0,1,0,1,21,19,0,0,0,0,2,0,0,0,"Block Group 2, Census Tract 5143, Hartford County, Connecticut",245,235,164,217,12,18,12,12,2,12,2,30,30,12,12,12,12,4,12,12,12
"G09000305143003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5143, Hartford County, Connecticut",865,835,787,48,0,0,0,0,0,0,0,30,0,0,0,0,6,24,0,0,0,"Block Group 3, Census Tract 5143, Hartford County, Connecticut",200,202,195,40,12,12,12,12,12,12,12,41,12,12,12,12,10,41,12,12,12
"G09000305143004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5143, Hartford County, Connecticut",861,789,575,152,0,19,0,0,43,0,43,72,26,46,0,0,0,0,0,0,0,"Block Group 4, Census Tract 5143, Hartford County, Connecticut",194,171,139,90,12,22,12,12,40,12,40,76,28,72,12,12,12,12,12,12,12
"G09000305143005","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514300","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5143, Hartford County, Connecticut",622,563,484,69,0,0,0,0,10,0,10,59,48,0,0,0,0,11,0,0,0,"Block Group 5, Census Tract 5143, Hartford County, Connecticut",181,178,154,103,12,12,12,12,17,12,17,59,65,12,12,12,12,22,12,12,12
"G09000305144001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5144, Hartford County, Connecticut",877,685,655,0,0,0,0,0,30,0,30,192,105,0,0,0,0,87,0,0,0,"Block Group 1, Census Tract 5144, Hartford County, Connecticut",264,233,237,12,12,12,12,12,49,12,49,136,115,12,12,12,12,69,12,12,12
"G09000305144002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5144, Hartford County, Connecticut",642,614,419,152,0,10,0,0,33,0,33,28,26,1,0,0,0,1,0,0,0,"Block Group 2, Census Tract 5144, Hartford County, Connecticut",177,171,151,134,12,16,12,12,42,12,42,26,27,3,12,12,12,2,12,12,12
"G09000305144003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5144, Hartford County, Connecticut",840,743,479,250,0,0,0,0,14,0,14,97,20,77,0,0,0,0,0,0,0,"Block Group 3, Census Tract 5144, Hartford County, Connecticut",243,224,196,202,12,12,12,12,23,12,23,101,36,102,12,12,12,12,12,12,12
"G09000305144004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5144, Hartford County, Connecticut",1081,762,448,223,0,22,0,49,20,0,20,319,108,59,0,0,0,152,0,0,0,"Block Group 4, Census Tract 5144, Hartford County, Connecticut",310,235,141,204,12,39,12,79,26,12,26,250,153,81,12,12,12,177,12,12,12
"G09000305144005","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514400","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5144, Hartford County, Connecticut",832,778,656,53,30,30,0,0,9,0,9,54,28,0,0,0,0,26,0,0,0,"Block Group 5, Census Tract 5144, Hartford County, Connecticut",295,297,298,52,44,25,12,12,16,12,16,50,37,12,12,12,12,35,12,12,12
"G09000305145001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5145, Hartford County, Connecticut",673,603,441,130,0,15,0,0,17,0,17,70,56,0,0,0,0,0,14,0,14,"Block Group 1, Census Tract 5145, Hartford County, Connecticut",251,234,166,173,12,28,12,12,26,12,26,64,65,12,12,12,12,12,22,12,22
"G09000305145002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5145, Hartford County, Connecticut",866,825,302,198,0,231,0,0,94,0,94,41,9,32,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5145, Hartford County, Connecticut",280,285,129,224,12,138,12,12,134,12,134,54,15,50,12,12,12,12,12,12,12
"G09000305145003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5145, Hartford County, Connecticut",1212,853,701,62,0,44,0,0,46,0,46,359,226,0,0,0,0,124,9,0,9,"Block Group 3, Census Tract 5145, Hartford County, Connecticut",365,225,185,82,12,54,12,12,40,12,40,253,141,12,12,12,12,128,15,12,15
"G09000305145004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5145, Hartford County, Connecticut",1768,1613,1102,166,0,345,0,0,0,0,0,155,83,34,0,0,0,38,0,0,0,"Block Group 4, Census Tract 5145, Hartford County, Connecticut",357,285,225,143,12,277,12,12,12,12,12,170,135,60,12,12,12,65,12,12,12
"G09000305146001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5146, Hartford County, Connecticut",1479,909,580,237,0,80,0,0,12,0,12,570,137,61,0,0,0,372,0,0,0,"Block Group 1, Census Tract 5146, Hartford County, Connecticut",395,286,237,249,12,90,12,12,18,12,18,277,165,84,12,12,12,271,12,12,12
"G09000305146002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5146, Hartford County, Connecticut",629,489,394,67,0,0,0,0,28,0,28,140,140,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 5146, Hartford County, Connecticut",383,321,315,78,12,12,12,12,51,12,51,187,187,12,12,12,12,12,12,12,12
"G09000305146003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5146, Hartford County, Connecticut",1182,1126,563,489,29,0,0,0,45,0,45,56,41,0,0,0,0,15,0,0,0,"Block Group 3, Census Tract 5146, Hartford County, Connecticut",519,535,267,432,33,12,12,12,54,12,54,72,67,12,12,12,12,26,12,12,12
"G09000305146004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5146, Hartford County, Connecticut",1269,970,649,321,0,0,0,0,0,0,0,299,0,28,0,0,0,236,35,35,0,"Block Group 4, Census Tract 5146, Hartford County, Connecticut",414,330,212,302,12,12,12,12,12,12,12,285,12,42,12,12,12,258,62,62,12
"G09000305146005","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514600","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5146, Hartford County, Connecticut",879,800,784,0,3,13,0,0,0,0,0,79,30,0,0,0,0,3,46,46,0,"Block Group 5, Census Tract 5146, Hartford County, Connecticut",209,185,184,12,7,21,12,12,12,12,12,85,36,12,12,12,12,7,72,72,12
"G09000305147001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5147, Hartford County, Connecticut",864,663,428,181,0,43,0,0,11,0,11,201,17,0,50,0,0,0,134,49,85,"Block Group 1, Census Tract 5147, Hartford County, Connecticut",379,233,225,170,12,69,12,12,19,12,19,195,29,12,79,12,12,12,127,78,97
"G09000305147002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5147, Hartford County, Connecticut",458,401,204,144,0,0,0,0,53,0,53,57,0,0,0,0,0,36,21,0,21,"Block Group 2, Census Tract 5147, Hartford County, Connecticut",183,173,119,114,12,12,12,12,84,12,84,71,12,12,12,12,12,62,34,12,34
"G09000305147003","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5147, Hartford County, Connecticut",905,874,624,194,0,16,0,0,40,0,40,31,14,0,0,0,0,0,17,17,0,"Block Group 3, Census Tract 5147, Hartford County, Connecticut",276,270,212,249,12,26,12,12,49,12,49,48,20,12,12,12,12,12,28,28,12
"G09000305147004","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5147, Hartford County, Connecticut",2062,1521,879,363,0,177,0,0,102,0,102,541,511,0,0,0,0,14,16,16,0,"Block Group 4, Census Tract 5147, Hartford County, Connecticut",549,398,287,252,12,188,12,12,90,12,90,388,389,12,12,12,12,22,26,26,12
"G09000305148001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5148, Hartford County, Connecticut",911,715,510,190,15,0,0,0,0,0,0,196,114,0,0,0,0,31,51,0,51,"Block Group 1, Census Tract 5148, Hartford County, Connecticut",271,249,198,211,22,12,12,12,12,12,12,184,159,12,12,12,12,52,75,12,75
"G09000305148002","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5148, Hartford County, Connecticut",2533,1801,1030,411,34,81,0,0,245,0,245,732,395,78,0,0,0,165,94,0,94,"Block Group 2, Census Tract 5148, Hartford County, Connecticut",367,310,258,187,46,78,12,12,182,12,182,270,234,102,12,12,12,130,97,12,97
"G09000305149001","2013-2017",,,"Connecticut","09","Hartford County","003",,,"514900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5149, Hartford County, Connecticut",1194,1160,986,84,0,0,0,0,90,0,90,34,8,0,0,0,0,0,26,12,14,"Block Group 1, Census Tract 5149, Hartford County, Connecticut",208,216,232,72,12,12,12,12,86,12,86,32,12,12,12,12,12,12,30,20,23
